CNPJ,nome fantasia,razao social,Nome contato,Setor,Atividade (CNAE),Endereço,Número,Bairro,Cidade,UF,CEP,PORTE,Fundação,Capital Social,MEI,Simples,Origem,Site,email,telefone,socio
08669331000120,BELVEDERE CONSULTORIA,ORLI ROQUE PERI,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)","AVENIDA 18 DE FEVEREIRO,",1.866,BALNERIO,PIRATUBA,SC,89667000,Micro Empresa,23/02/2007,"25.000,00",Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,arita@cnx.com.br,49  35530457,
24957291000179,PL CORRESPONDENTE BANCARIO LTDA,PL CORRESPONDENTE BANCARIO LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA NEREU RAMOS,160,CENTRO,HERVAL D'OESTE,SC,89610000,Micro Empresa,08/06/2016,"5.000,00",Não,Sim,Gerador de Leads (CONSULTORIA SC-150410),,paulo18.gabarito@gmail.com,49  35221885,"EDINEIA TROMBETTA (Sócio-Administrador),PAOLA LAIS CAMARA (Sócio Ou Acionista Menor (Assistido/Representado))"
07297158000114,,B21 NEGOCIOS LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA GETULIO VARGAS,78,CENTRO,JOACABA,SC,89600000,Médio/Grande Porte,28/03/2005,,Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,manfro@brturbo.com.br,49  35221709,"BRUNO MARCOLLA BORDIN (SÓCIO/ADMINISTRADOR),JOAO CARLOS BORDIN (Sócio-Administrador),JULIANA APARECIDA BAPTISTA BORDIN (SÓCIO/ADMINISTRADOR),LUIZA MARCOLLA BORDIN (SÓCIO/ADMINISTRADOR)"
04209823000182,,MWA CONSULTORIA ELETRICA E AMBIENTAL LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA BEIRA LAGO,SN,INTERIOR,ITA,SC,89760000,Micro Empresa,21/12/2000,,Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,49  34581305,"FREDERICO SERGIO OLSCHOWSKY (SÓCIO/ADMINISTRADOR),NAZARE COMELLI OLSCHOWSKY (Sócio-Administrador)"
06158759000183,STUDIO COMUNICACAO INTEGRADA,LUCIMARA FABIANE DE VARGAS,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA ADELAR BEGNINI,394,CENTRO,ABELARDO LUZ,SC,89830000,Micro Empresa,18/03/2004,,Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,49  34454589,
03242432000105,,M.B.D. TRADING & CONSULTORIA DE GESTAO EMPRESARIAL LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA DA INDEPENDENCIA,260,CENTRO,CONCORDIA,SC,89700001,Médio/Grande Porte,23/06/1999,,Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,49  34440137,
10280187000188,,QUALYFOCO CONSULTORIA LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",TRAVESSA LAMONATO,396,CENTRO,CONCORDIA,SC,89700001,Micro Empresa,20/08/2008,"10.000,00",Não,Sim,Gerador de Leads (CONSULTORIA SC-150410),,,49  34423505,"CLAUDIO BELLAVER (Sócio-Administrador),EDUARDO SPILLARI VIOLA (SÓCIO/ADMINISTRADOR)"
17688208000148,ASSCON-PP,ASSCON-PP ASSESSORIA E CONSULTORIA PUBLICA E PRIVADA LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA DOUTOR MARURI,1204,CENTRO,CONCORDIA,SC,89700168,Pequeno Porte,05/03/2013,"76.000,00",Não,Sim,Gerador de Leads (CONSULTORIA SC-150410),,,49  34421254,"CRISTIANO TROMBETTA (Sócio-Administrador),IGOMAR NESPOLO (Sócio-Administrador)"
09458981000190,,RENATO LUIS ARTIFON,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA JOAO JOSE DE VARGAS,91,INDUSTRIARIOS,CONCORDIA,SC,89700001,Micro Empresa,03/04/2008,"5.000,00",Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,49  34420069,
05992525000174,,BBM CONSULTORIA EMPRESARIAL EIRELI,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA DO COMERCIO,231,CENTRO,CONCORDIA,SC,89700085,Micro Empresa,14/11/2003,,Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,49  34412744,ANA TEREZINHA CAVALHEIRO BIESUZ (Titular Pessoa Física Residente Ou Domiciliado No Brasil Ou Titular Pessoa Física Residente)
24717520000188,WILMSEN SERVICOS DE ASSESSORIA EM PRODUCAO DE PAPEL,WILMSEN SERVICOS DE ASSESSORIA EM PRODUCAO DE PAPEL EIRELI,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",DISTRITO DE BARRA GRANDE,SN,VILA ABRASA,FAXINAL DOS GUEDES,SC,89694000,Micro Empresa,03/05/2016,"90.000,00",Não,Sim,Gerador de Leads (CONSULTORIA SC-150410),,,49  34332621,ILUIR JOSE WILMSEN (Titular Pessoa Física Residente Ou Domiciliado No Brasil Ou Titular Pessoa Física Residente)
08241633000101,,TEIA ASSESSORIA EMPRESARIAL LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA ERMELINDA LAVRATTI,120,MATINHO,XANXERE,SC,89820000,Micro Empresa,15/08/2006,"8.000,00",Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,49  34330127,ELIO FOLLE (SÓCIO/ADMINISTRADOR)
07373055000196,GPS CERTIFICACAO DIGITAL,"G P S CONSULTORIA, PROJETOS E OBRAS LTDA",,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA DR MARURI,1.204,CENTRO,CONCORDIA,SC,89700168,Pequeno Porte,10/05/2005,"50.000,00",Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,49  34255541,"ALDOCIR ONETTA (Sócio-Administrador),ROBSON CASAGRANDE (SÓCIO/ADMINISTRADOR)"
01367595000180,,ASSEMIL - SERVICOS EMPRESARIAIS EIRELI,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA RIO DE JANEIRO,31,CENTRO,CHAPECO,SC,89801210,Micro Empresa,06/08/1996,"100.000,00",Não,Sim,Gerador de Leads (CONSULTORIA SC-150410),,processos@conceitocontabilidade.cnt.br,49  33822800,
22087579000104,MAXIGESTAO CONSULTORIA E PLANEJAMENTO,MAXIGESTAO CONSULTORIA & PLANEJAMENTO LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA NATAL,2520,NOVA DIVINEIA,PINHALZINHO,SC,89870000,Micro Empresa,19/03/2015,"10.000,00",Não,Sim,Gerador de Leads (CONSULTORIA SC-150410),,eloi-trevisan@uol.com.br,49  33662008,"RAQUEL ESTER MORAES TREVISAN (Sócio-Administrador),ROBSON BELUSSO (SÓCIO/ADMINISTRADOR)"
19972360000183,NILO TOZZO ASSESSORIA COMERCIAL LTDA,NILO TOZZO ASSESSORIA COMERCIAL LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA RUGERO BONIFACIO DAL SANTO,70,BELA VISTA,CORDILHEIRA ALTA,SC,89819000,Médio/Grande Porte,27/03/2014,"10.000,00",Não,Não,Gerador de Leads (CONSULTORIA SC-150410),tozzo.com.br,"contato@tozzo.com.br,paulo.volz@tozzo.com.br,marcio.correa@tozzo.com.br,estoque@tozzo.com.br,vendastozzo@tozzo.com.br,b2b@tozzo.com.br,tozzo@tozzo.com.br,controladoria@tozzo.com.br,marketing@tozzo.com.br",49  33589999,
13177745000172,"EXITO PROJETOS, ASSESSORIA E CONSULTORIA","EXITO PROJETOS, ASSESSORIA E CONSULTORIA EIRELI",,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA VICTOR KONDER,1005,CENTRO,XANXERE,SC,89820000,Micro Empresa,31/01/2011,"67.800,00",Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,orcofi@desbrava.com.br,49  33531389,MICHAEL MEDEIROS (Sócio-Administrador)
13421054000172,,L & V ASSESSORIA LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",AVENIDA PRIMO ALBERTO BODANESE,827,CENTRO,QUILOMBO,SC,89850000,Micro Empresa,25/03/2011,"10.000,00",Não,Sim,Gerador de Leads (CONSULTORIA SC-150410),,,49  33463060,"LEANDRA BARBIERI (SÓCIO/ADMINISTRADOR),VANDERLEI PAULO BACKES (Sócio-Administrador)"
23287134000130,,CENTENARO CONSULTORIA E ASSESSORIA COMERCIAL LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA GUILHERME HACK,380,PROGRESSO,SAO LOURENCO DO OESTE,SC,89990000,Médio/Grande Porte,16/09/2015,"30.000,00",Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,49  33447016,"RAFAEL CENTENARO (SÓCIO/ADMINISTRADOR),SILVIA REGINA CENTENARO (SÓCIO/ADMINISTRADOR),ZAIR JOSE CENTENARO (Sócio-Administrador)"
23848605000132,"DE CONTO ODONTOLOGIA, MEDICINA E CONSULTORIA","DE CONTO ODONTOLOGIA, MEDICINA E CONSULTORIA LTDA",,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA NEREU RAMOS,550,CENTRO,SAO LOURENCO DO OESTE,SC,89990000,Micro Empresa,16/12/2015,"50.000,00",Não,Sim,Gerador de Leads (CONSULTORIA SC-150410),,alvaro@radiologiadeconto.odo.br,49  33443793,"ALVARO MARCOS DE CONTO (Sócio-Administrador),ARISTIDES DE CONTO (SÓCIO/ADMINISTRADOR),SILVIA CARBONI SCARIOTE DE CONTO (SÓCIO/ADMINISTRADOR)"
12307499000163,TELOCKEN - EMPREENDIMENTOS,ANDRE JOAO TELOCKEN,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",AVENIDA FERNANDO MACHADO,219D,CENTRO,CHAPECO,SC,89802110,Médio/Grande Porte,30/07/2010,"5.000,00",Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,andre@telocken.com.br,49  33315100,
04318404000189,,ATHUAR TREINAMENTO E ASSISTENCIA TECNOLOGICA LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA BARAO DO RIO BRANCO,32-E,CENTRO,CHAPECO,SC,89802100,Micro Empresa,28/02/2001,,Não,Sim,Gerador de Leads (CONSULTORIA SC-150410),,athuar@athuarbrasil.com.br,49  33293590,LARISSA CANSIAN ZONTA (Sócio Ou Acionista Menor (Assistido/Representado))
04403526000173,ZUCCHI EDUCACAO CORPORATIVA,ZUCCHI CONSULTORIA LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA CLEVELANDIA,557,JARDIM ITALIA,CHAPECO,SC,89802405,Micro Empresa,16/04/2001,"150.000,00",Não,Não,Gerador de Leads (CONSULTORIA SC-150410),zucchi.com.br,"ander@zucchi.com.br,atendimento@zucchi.com.br",49  33292533,"ANDERSSON DE SOUZA DA SILVA (Sócio-Administrador),CLAIRTO ZUCCHI (SÓCIO/ADMINISTRADOR),LEANDRO WEGHER (Sócio-Administrador),MARCELO SPEGIORIN (Sócio-Administrador)"
01824926000164,,BAPTISTETTI CONSULTORIA EMPRESARIAL S/S LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA HENRY GIESSEMBIER - E,38,MARIA GORETTI,CHAPECO,SC,89801430,Médio/Grande Porte,25/04/1997,,Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,49  33288781,"DIEGO OLIVEIRA BAPTISTETTI (SÓCIO/ADMINISTRADOR),DIRCEU BAPTISTETTI (Sócio-Administrador)"
21722539000124,,SUPERA INCORPORACOES LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA ASSIS BRASIL - E,404-E,MARIA GORETTI,CHAPECO,SC,89801355,Médio/Grande Porte,21/01/2015,"4.381.678,00",Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,49  33239836,BENITO BODANESE (Sócio-Administrador)
15309965000138,AVYS ASSESSORIA,AVYS ASSESSORIA LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA SAO JOAO,73 D,CENTRO,CHAPECO,SC,89801230,Micro Empresa,03/04/2012,"10.000,00",Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,49  33237100,"ANDREIA GOIN (Sócio-Administrador),RICARDO ROBERTO WALKER (Sócio-Administrador)"
01263939000101,,CONVENE ASSESSORIA E TREINAMENTO EM GESTAO EMPRESARIAL LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA ARI DE CARVALHO PORTO,705,UNIVERSITARIO,CHAPECO,SC,89812270,Micro Empresa,18/06/1996,,Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,gescont@hotmail.com,49  33230088,"GILBERTO CARDOSO DE MELLO (SÓCIO/ADMINISTRADOR),MARCELO REDIN DE MELLO (Sócio-Administrador)"
23553987000177,FDO CONSULTORIA,FDO SOLUCOES EMPRESARIAIS LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA MINAS GERAIS,597,PRESIDENTE MEDICI,CHAPECO,SC,89801200,Micro Empresa,27/10/2015,"10.000,00",Não,Sim,Gerador de Leads (CONSULTORIA SC-150410),,,49  33225068,"CAMILA LAGO (Sócio-Administrador),FABIO DALL ORSOLETTA (SÓCIO/ADMINISTRADOR)"
07151413000116,,BACIN & TERHORST CONSULTORIA EMPRESARIAL LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA ADAIR DA SILVA,37,SEMINARIO,CHAPECO,SC,89813093,Micro Empresa,13/12/2004,,Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,49  33223110,"CRISTIANE BACIN (SÓCIO/ADMINISTRADOR),GILBERTO TERHORST JUNIOR (Sócio-Administrador)"
01817517000130,FAVERO CONSULTORES,FAVERO CONSULTORES TRIBUTARIOS E SOCIETARIOS S/S LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA BENTO GONCALVES - E,320-E,JARDIM ITALIA,CHAPECO,SC,89802071,Pequeno Porte,06/03/1997,"40.000,00",Não,Não,Gerador de Leads (CONSULTORIA SC-150410),faveroeadvogados.com.br,wanderleia@faveroeadvogados.com.br,49  33222973,"EDSON LUIZ FAVERO (Sócio-Administrador),VANESSA RICHTER FAVERO (SÓCIO/ADMINISTRADOR)"
18035387000187,INTELECO,INTELECO - INSTITUTO DE INTELIGENCIA CORPORATIVA LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA HERMES DA FONSECA,1070,BELA VISTA,CHAPECO,SC,89804130,Médio/Grande Porte,02/05/2013,"5.000,00",Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,administrativo01@hectra.com.br,49  33197800,"DIOGO PEREIRA DOS SANTOS (SÓCIO/ADMINISTRADOR),JOVANA MARA PITCHNIN (Sócio-Administrador)"
08898274000151,VINCENZO ASSESSORIA,VINCENZO ASSESSORIA E PARTICIPACOES LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA LAURO MULLER,329,CENTRO,CHAPECO,SC,89802520,Médio/Grande Porte,01/06/2007,"2.550.000,00",Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,zamprogna@dzcontab.com.br,49  33194222,"ANA LUIZA NICHELE MASTROGIACOMO WALLNER (SÓCIO/ADMINISTRADOR),FERNANDA NICHELE MASTROGIACOMO (SÓCIO/ADMINISTRADOR),PAULA NICHELE MASTROGIACOMO HUBNER (SÓCIO/ADMINISTRADOR)"
05068116000186,COMPETITIVA,COMPETITIVA - SOLUCOES EMPRESARIAIS LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA GUAIRACA,716,PASSO DOS FORTES,CHAPECO,SC,89805550,Médio/Grande Porte,20/05/2002,"25.000,00",Não,Sim,Gerador de Leads (CONSULTORIA SC-150410),,,49  33191800,"CRISTIANE MARIA GOSSLER (Sócio-Administrador),VALDECIR DE MOURA (Sócio-Administrador)"
00266066000128,,OESTINA SERVICOS ADMINISTRATIVOS LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA CORRUIRA  E,340E,EFAPI,CHAPECO,SC,89809820,Médio/Grande Porte,26/10/1994,,Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,49  33191800,"ELIDETE DOS SANTOS TONIN (SÓCIO/ADMINISTRADOR),VALDERI JOSE TONIN (Sócio-Administrador)"
10714461000180,,ELOAH CONSULTORIA E ASSESSORIA EM QUALIDADE LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",AVENIDA FERNANDO MACHADO,593,CENTRO,CHAPECO,SC,89802110,Micro Empresa,12/11/2008,"20.000,00",Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,leomarcos.silva@gmail.com,49  33161673,"LEOMARCOS JOSE DA SILVA (Sócio-Administrador),MELINA SALVIANO DE OLIVEIRA SILVA (Sócio-Administrador)"
05888105000142,,GUEDES CONSULTORIA EM GESTAO EMPRESARIAL LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA NEREU RAMOS,858,CENTRO,FRAIBURGO,SC,89580000,Micro Empresa,17/09/2003,"100.000,00",Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,contagil@hbinfo.com.br,49  32464351,"MARCOS TOMBESI GUEDES (Sócio-Administrador),MAURO TOMBESI GUEDES (Sócio-Administrador)"
04082686000168,ZABLOSKI - EIRELI - EPP,NELCY ZABLOSKI EIRELI,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA ALEMANHA,511,DAS NACOES,FRAIBURGO,SC,89580000,Pequeno Porte,05/10/2000,"90.000,00",Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,49  32463581,
02879380000101,,PARADIGMA GESTAO EMPRESARIAL LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA HENRIQUE DE ALMEIDA SENIOR,136,CENTRO,CURITIBANOS,SC,89520000,Micro Empresa,05/11/1998,"30.000,00",Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,rozane@jadcon.com.br,49  32410900,"ANGELITA ALMEIDA NEVES DE SOUZA (Sócio-Administrador),PABLO JOAO NEVES DE SOUZA (SÓCIO/ADMINISTRADOR),SALEZIO JOAO DE SOUZA (Sócio-Administrador)"
04953883000105,SAMPA SERVICOS,SAMPA SERVICOS LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA JOAO MOREIRA FILHO,541,CENTRO,GUATAMBU,SC,89817000,Micro Empresa,21/03/2002,"30.000,00",Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,49  3237100,"KALYZA CORREA DE LUCCAS (SÓCIO/ADMINISTRADOR),RAPHAELI CORREA DE LUCCAS (SÓCIO/ADMINISTRADOR),WASHINGTON RAMOS DE LUCCAS (Sócio-Administrador)"
04353764000111,,FERREIRA & WALTRICK - CONSULTORIA EMPRESARIAL LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA QUIRINO MAGINO GARCIA,26,GUADALUPE,LAGES,SC,88506060,Micro Empresa,26/03/2001,,Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,49  32248422,"CLOVIS FERREIRA (Sócio-Administrador),JULIANA WALTRICK FERREIRA (SÓCIO/ADMINISTRADOR)"
10922758000130,NCN SEGUROS,NCN ASSESSORIA EM SEGUROS LTDA.,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA PARA,750,UNIVERSITARIO,LAGES,SC,88509060,Médio/Grande Porte,26/06/2009,"5.000,00",Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,49  32241778,"DARVIN HAROLDT BECKER (SÓCIO/ADMINISTRADOR),HELENA MARIA FROES (Sócio-Administrador)"
01075366000192,COSERPRO,COOPERATIVA DE TRABALHO E SERVICOS PROFISSIONAIS - COSERPRO,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",TRAVESSA ILMA ROSA DE NES,51,CENTRO,CHAPECO,SC,89801014,Médio/Grande Porte,08/02/1996,,Não,Não,Gerador de Leads (CONSULTORIA SC-150410),coserpro.com.br,"coserpro@coserpro.com.br,roque@coserpro.com.br",49  3223763,"ADEMAR CORREA (Presidente),LAURI CARLOS PINHEIRO (Diretor),LUIZ ANTONIO LISE (Diretor)"
05508113000116,IMPACTO,IMPACTO PROJETOS E SERVICOS EMPRESARIAIS LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA ARISTILIANO RAMOS,283,CENTRO,LAGES,SC,88502050,Pequeno Porte,11/02/2003,"180.000,00",Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,49  32235625,"ANALUCIA KOECHE GOULART RAMOS (SÓCIO/ADMINISTRADOR),JULIANE KOECHE GOULART MONTES (Sócio-Administrador)"
02355426000193,CASA CATARINA,"R & B CONSULTORIA, ASSESSORIA E TREINAMENTO EMPRESARIAL LTDA",,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",PRACA JOAO RIBEIRO,40,CENTRO,LAGES,SC,88502167,Micro Empresa,09/02/1998,"170.000,00",Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,,49  32226666,"GUILHERME DE PAULA BRANDAO (Sócio-Administrador),VIVIAN VALENTE RAMOS BRANDAO (Sócio-Administrador)"
19802278000100,UNIFABRICAS REPRESENTACOES,PLENA ASSESSORIA LTDA,,ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica (7020400)",RUA URUGUAI - E,1309,MARIA GORETTI,CHAPECO,SC,89801447,Micro Empresa,10/02/2014,"100.000,00",Não,Não,Gerador de Leads (CONSULTORIA SC-150410),,rhody@plenasolucoes.com,49  30258300,"RHODI ELINEIA DOS SANTOS LIMA (Sócio-Administrador),ROGERIO VIEIRA DE MENDONCA FILHO (Sócio-Administrador),SANDRA BORGES VIEIRA DOS SANTOS (Sócio-Administrador)"
